channel_title,Total_Videos,Total_Views,Avg_Views,Total_Likes,Avg_Engagement
BBC Music,3,3293506,1097835.33,76625,2.53
Esther Bellido,5,3292899,658579.8,47118,1.5
Moulin Rouge! the Musical,10,3283729,328372.9,62906,2.09
JÃ¡n IlavskÃ½,4,3281173,820293.25,66011,2.16
Freddie Twenty,8,3255433,406929.12,100005,2.96
Clicknetwork,13,3250942,250072.46,63576,2.17
West Midlands Police,5,3236524,647304.8,2101,0.1
foofightersVEVO,8,3225798,403224.75,114951,4.14
KFC,7,3225221,460745.86,22150,2.33
Verizon,7,3222759,460394.14,49607,1.25
Film Independent,13,3219754,247673.38,55691,1.89
Third Leg Studios,13,3217651,247511.62,81838,3.08
Piece Of Me Tour Planet Hollywood,8,3206710,400838.75,31665,2.17
Christine Sydelko,6,3204278,534046.33,231634,7.74
Awkward Puppets,6,3193367,532227.83,168148,6.0
